"ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd pledged","usd_pledged_real","usd_goal_real","diff_date"
366064222,"Smoke, Loaf & Saucer","Small Batch","Food","USD",2016-06-09,5000,2016-05-05 22:55:18,5509,"successful",80,"US",5509,5509,5000,35
122227811,"Photography guide to L.A. hidden and known beauty","Places","Photography","USD",2016-02-03,1500,2016-01-04 19:10:41,1,"failed",1,"US",1,1,1500,30
95913325,"Epic debut EP by Scandinavian quintet, Circumnavigate!","Pop","Music","GBP",2013-05-30,4000,2013-04-30 20:59:20,4702,"successful",69,"GB",7295.37,7163.86,6094.31,30
446678693,"It Starts With YOU- 2018 Planner","Product Design","Design","USD",2017-11-05,7500,2017-09-06 18:51:21,8783,"successful",172,"US",2317,8783,7500,60
1868719439,"RESCUE ME- Short Film about the EU Economic Crisis","Shorts","Film & Video","GBP",2013-02-06,3000,2013-01-05 17:35:38,3005,"successful",54,"GB",4843.74,4748.51,4740.61,32
1804070629,"A Splash of Natural Colour - The Calendar","Photography","Photography","GBP",2013-08-09,500,2013-07-16 22:50:56,1,"failed",1,"GB",1.51,1.55,776.28,24
854505369,"RecipeYou!-The revolutionary app","Apps","Technology","EUR",2015-11-19,5000,2015-10-30 00:29:49,20,"failed",2,"IT",22.07,21.38,5343.99,20
2139313822,"The Birth of Blacksheep","Country & Folk","Music","USD",2012-12-08,12500,2012-10-29 19:35:16,2990,"failed",32,"US",2990,2990,12500,40
2034387525,"Epic Paintings of Star Wars Action Figures","Painting","Art","USD",2013-06-14,24000,2013-05-15 01:40:53,34023.01,"successful",249,"US",34023.01,34023.01,24000,30
880006681,"WorldPenScan X-The World's First Pen Scanner for iOS/Android","Hardware","Technology","USD",2015-01-28,30000,2014-12-29 10:00:26,34652,"successful",264,"US",34652,34652,30000,30
736039459,"TiffinTown Books - Different Stories. Different Tomorrow.","Children's Books","Publishing","SGD",2017-12-22,47700,2017-11-17 08:17:43,48381,"successful",165,"SG",2329.89,36000.45,35493.71,35
1970840836,"FBM Raconteur City Bikes","Product Design","Design","USD",2015-01-08,20000,2014-12-09 17:33:15,6208,"failed",14,"US",6208,6208,20000,30
152682560,"Elephant On My Belt","Shorts","Film & Video","USD",2011-05-20,10000,2011-04-12 08:39:20,685,"failed",10,"US",685,685,10000,38
1755988241,"Cancer ribbon stirrups","Graphic Design","Design","USD",2016-05-15,5000,2016-04-15 00:49:23,1,"failed",1,"US",1,1,5000,30
674580770,"Ghosts: Book One, a novel","Fiction","Publishing","USD",2011-05-14,5000,2011-04-14 05:04:22,1126,"failed",16,"US",1126,1126,5000,30
1809600119,"BoxThin | Eat yourself Slim","Product Design","Design","GBP",2017-03-13,8000,2017-01-27 17:25:52,656,"failed",34,"GB",139.23,810.83,9888.14,45
257020938,"""Me, Nycelf and Eye"" - My first solo show","Photography","Photography","USD",2010-08-30,2500,2010-07-29 19:01:51,2646,"successful",46,"US",2646,2646,2500,32
2076904441,"Pulp City: Supreme Edition","Tabletop Games","Games","USD",2014-03-01,10000,2014-01-30 17:51:29,105456,"successful",494,"US",105456,105456,10000,30
608101269,"Without A Darker Reflection","Shorts","Film & Video","USD",2010-12-12,3000,2010-11-17 20:31:33,11,"failed",1,"US",11,11,3000,25
2034315050,"BUNTERGRUND Festival","Public Art","Art","EUR",2015-06-14,5000,2015-05-15 19:44:46,0,"failed",0,"DE",0,0,5649.53,30
856088988,"Priscilla Soltero Album and Music Video","Indie Rock","Music","USD",2015-03-15,20000,2015-01-24 02:49:04,0,"failed",0,"US",0,0,20000,50
1304215071,"Sweet cheeks tasty treats","Farmer's Markets","Food","USD",2014-08-24,3000,2014-07-25 02:14:47,0,"failed",0,"US",0,0,3000,30
1968940480,"Testament: The Feature Film","Narrative Film","Film & Video","USD",2014-04-20,15000,2014-03-21 01:39:38,15031,"successful",144,"US",15031,15031,15000,30
1628689479,"Mullen’s Apple Sauce, Chicago’s Finest Craft Apple Sauce","Food","Food","USD",2013-12-01,25000,2013-10-23 13:30:30,33747,"successful",678,"US",33747,33747,25000,39
1555675523,"The Fucking Awesome Cooking Show","Webseries","Film & Video","EUR",2016-06-10,4000,2016-05-11 15:51:21,0,"failed",0,"NL",0,0,4521.61,30
2008294442,"Film Scoring Session","Music","Music","USD",2010-08-06,3000,2010-06-22 01:45:18,45,"failed",2,"US",45,45,3000,45
2103985518,"Star Wars.. The Fallen","Science Fiction","Film & Video","USD",2014-10-20,20000,2014-08-21 21:10:58,937,"failed",20,"US",937,937,20000,60
739012890,"Battle for Endemia expansion 1","Tabletop Games","Games","USD",2013-07-06,500,2013-05-07 17:24:23,110,"failed",3,"US",110,110,500,60
348652952,"ROOM 236 THE MOVIE","Shorts","Film & Video","USD",2012-09-24,10000,2012-08-23 23:07:16,19.99,"failed",2,"US",19.99,19.99,10000,32
1482939364,"Windy Peak Vintage 'Spring Look Book'","Apparel","Fashion","USD",2016-02-26,3000,2016-01-27 00:14:48,1,"failed",1,"US",1,1,3000,30
1476402458,"Alex Cumming & Nicola Beazley: Debut Album","Country & Folk","Music","GBP",2015-03-27,3250,2015-02-10 17:43:48,3803,"successful",129,"GB",5800.42,5657.12,4834.51,45
414459206,"The Artist","Journalism","Journalism","USD",2015-10-21,1000,2015-09-24 17:15:17,0,"failed",0,"US",0,0,1000,27
601348852,"Naked Skin Care & Cosmetics","Fashion","Fashion","USD",2015-04-17,1000,2015-03-23 22:03:09,0,"failed",0,"US",0,0,1000,25
1125812594,"Madame Luna - 'The Kidnap'","Shorts","Film & Video","GBP",2014-04-12,5000,2014-02-11 17:37:53,60,"failed",2,"GB",98.48,100.85,8404.07,60
632171374,"It's Just Thanksgiving Dinner! film project","Film & Video","Film & Video","USD",2011-11-06,10000,2011-10-07 03:09:27,45,"failed",3,"US",45,45,10000,30
946767896,"Prototype Painting Project","Painting","Art","USD",2015-07-06,500,2015-06-06 03:52:12,0,"failed",0,"US",0,0,500,30
1500054777,"Our Modern Sonnet debut album: Drum Recording","Music","Music","USD",2011-09-19,1100,2011-08-20 00:13:56,1100,"successful",20,"US",1100,1100,1100,30
1961677704,"Star Status Club","Apparel","Fashion","USD",2017-09-18,25000,2017-08-18 02:38:46,35,"failed",2,"US",0,35,25000,31
1528328986,"""The Cease Fire EP Project""","Pop","Music","USD",2012-03-29,8500,2012-02-28 01:10:20,261,"failed",8,"US",261,261,8500,30
602302314,"A New Dimension in Physics","Film & Video","Film & Video","USD",2015-11-23,65000,2015-10-24 07:07:47,2,"failed",2,"US",2,2,65000,30
153166351,"Trailcraft Cycles","Product Design","Design","USD",2014-12-12,15000,2014-11-17 01:23:48,10816,"failed",28,"US",10816,10816,15000,25
1051437069,"A New York State Yankee in 21st Century ""'Mer'ca""-The Book!","Publishing","Publishing","USD",2011-08-22,500,2011-06-23 13:10:55,210,"failed",4,"US",210,210,500,60
688156757,"The Englishman and the Eel - London's Eel, Pie & Mash shops","Photobooks","Photography","GBP",2017-05-15,9000,2017-04-14 12:44:03,11368,"successful",227,"GB",1950.84,14792.84,11711.43,31
1834792380,"Landscape Contractor Estimating App World Wide","Apps","Technology","CAD",2017-03-21,750,2017-01-20 17:37:25,1,"failed",1,"CA",0,0.75,560.87,60
1872437090,"TENEBRE Playing Cards by 4PM DESIGNS","Playing Cards","Games","USD",2014-05-19,5000,2014-05-05 18:00:24,16244.42,"successful",426,"US",16244.42,16244.42,5000,14
2000859697,"Pickyheads Movement: 'Link Up' Research Trip, Notts - NYC","Art","Art","GBP",2015-08-20,6100,2015-08-05 13:07:25,337,"failed",21,"GB",525.58,528.16,9560.23,15
142933188,"Descending","Video Games","Games","GBP",2017-03-02,4500,2017-01-31 20:08:04,20,"failed",1,"GB",0,24.47,5505.46,30
1627622817,"Take Your Mat and Go Home","Nonfiction","Publishing","USD",2016-03-15,3000,2016-02-14 21:31:26,4130,"successful",78,"US",4130,4130,3000,30
1902102828,"Benarus Megalodon Dive Watch","Product Design","Design","USD",2015-07-05,50000,2015-06-05 06:59:46,149830,"successful",143,"US",149830,149830,50000,30
376805998,"Soft, Pneumatically Powered Robotic Hand","Robots","Technology","USD",2017-10-22,5000,2017-09-07 01:14:02,5000.11,"successful",19,"US",331.11,5000.11,5000,45
283373757,"Jerusalem Stone Prayer / Meditation White Stones For Peace","Sculpture","Art","USD",2014-11-24,12600,2014-10-26 20:59:12,54,"failed",2,"US",54,54,12600,29
923292517,"pitbull pastries for pups","Food","Food","USD",2014-12-15,55000,2014-12-01 20:47:14,0,"failed",0,"US",0,0,55000,14
1110480773,"Pressed Penny Machines at Sturgis","Fabrication Tools","Technology","USD",2014-07-10,35000,2014-06-12 00:24:11,65,"failed",3,"US",65,65,35000,28
2072057701,"Let's Get It: A Music Video About Self-Empowerment","Film & Video","Film & Video","USD",2012-05-07,9000,2012-03-08 04:04:27,590,"failed",17,"US",590,590,9000,60
339435088,"Deathless: A Microfiction Novel by Graveyard Greg","Fiction","Publishing","USD",2010-02-23,1000,2009-11-26 02:33:46,1216.01,"successful",36,"US",1216.01,1216.01,1000,89
1807370741,"Westacy Entertainment Presents: The Gold Rush Exchange","Rock","Music","USD",2011-03-07,1000,2011-01-25 12:17:10,1175.69,"successful",21,"US",1175.69,1175.69,1000,41
64605420,"Fantastical Coloring Book #3","Art","Art","USD",2017-09-20,550,2017-09-06 19:56:36,3562,"successful",116,"US",2015,3562,550,14
2122252422,"Stand Up Story - A comedy documentary","Documentary","Film & Video","USD",2011-05-15,22000,2011-04-05 15:55:31,1640,"failed",17,"US",1640,1640,22000,40
1624537971,"Cutesy crochet Items","Fashion","Fashion","USD",2014-01-16,1000,2013-12-17 05:29:06,35,"failed",2,"US",35,35,1000,30
1869877200,"Quick Meals - A first-person time lapse YouTube cooking show","Webseries","Film & Video","USD",2014-09-19,15000,2014-08-20 20:28:00,0,"failed",0,"US",0,0,15000,30
389449941,"""Who You Are""","Documentary","Film & Video","USD",2011-02-12,5000,2010-12-14 15:54:31,335,"failed",11,"US",335,335,5000,60
138353049,"Shoulder Strap innovation for laptop, sport and travel bags","Gadgets","Technology","EUR",2016-06-27,2500,2016-06-16 18:10:19,1194,"failed",32,"DE",1337.71,1329.52,2783.75,11
1503299710,"Beyond Video: Return of the Video Rental Store in Baltimore","Film & Video","Film & Video","USD",2017-06-21,30000,2017-05-22 23:28:18,32250.66,"successful",416,"US",75,32250.66,30000,30
1184273793,"JaiRo - Open Source x86 Router Platform","Software","Technology","USD",2013-08-15,50000,2013-07-16 20:30:27,12876,"failed",88,"US",12876,12876,50000,30
923416405,"Leather Slim Wallet by LoaferCo - Hand crafted in Britain","Accessories","Fashion","GBP",2014-09-18,750,2014-08-18 21:01:25,1919,"successful",64,"GB",3203.51,3135.77,1225.55,31
126840033,"Tarot Cards Major Arcana :  The Magician","Art","Art","GBP",2014-02-04,10,2013-12-06 14:04:17,47,"successful",6,"GB",76.98,76.74,16.33,60
1422781295,"SwitchID - Know Which Switch Is Which","Product Design","Design","USD",2016-03-25,5000,2016-02-24 12:12:04,5465,"successful",155,"US",5465,5465,5000,30
2016351790,"Beer Cap Initials","Crafts","Crafts","USD",2014-12-05,500,2014-11-05 17:33:52,59,"failed",2,"US",59,59,500,30
1521654989,"Mint Tin Games - Pirates & Aliens","Tabletop Games","Games","USD",2014-10-27,2500,2014-09-30 14:45:44,18296,"successful",802,"US",18296,18296,2500,27
654771668,"Spanish Lake","Documentary","Film & Video","USD",2011-07-26,20000,2011-06-26 00:59:18,20100,"successful",62,"US",20100,20100,20000,30
312740700,"NewData once in a century breakthrough new future technology","Software","Technology","GBP",2015-02-01,150000,2014-12-23 22:41:58,243,"failed",7,"GB",380.13,372.23,229768.85,40
444025019,"Moon Cat Enamel Pins","Art","Art","USD",2017-08-07,400,2017-07-17 20:00:36,478,"successful",28,"US",102,478,400,21
837066890,"Minetest Exposure Project","Games","Games","CAD",2015-02-07,300,2015-01-08 22:49:42,6,"failed",2,"CA",5.08,4.8,239.85,30
439804029,"TEAM 696: 2014 FIRST ROBOTICS - Clark Magnet High School","Technology","Technology","USD",2014-03-01,2000,2014-01-23 21:12:57,3225,"successful",39,"US",3225,3225,2000,37
1874661436,"Baby Ruth's Bar & Grill Broken Arrow","Drinks","Food","USD",2015-11-29,30000,2015-10-30 16:26:10,1,"failed",1,"US",1,1,30000,30
1809420831,"New and improved English translation of Cosmic Voyage","Narrative Film","Film & Video","USD",2012-09-13,7500,2012-08-02 21:44:50,517,"failed",10,"US",517,517,7500,42
1200289017,"JOY DE V Nadia Szold's 1st Feature Presentation... Coming Soon to a Theater Near You!","Film & Video","Film & Video","USD",2010-09-10,15000,2010-08-08 19:51:29,15075,"successful",40,"US",15075,15075,15000,33
814614959,"LIFELINE","Shorts","Film & Video","USD",2013-06-23,10000,2013-05-24 04:58:52,10210,"successful",6,"US",10210,10210,10000,30
301389864,"Black Lodge Needs a Resurfacing Machine","Film & Video","Film & Video","USD",2010-07-27,2000,2010-06-11 22:34:52,25,"failed",1,"US",25,25,2000,46
1678775885,"Southstar Entertainment 5 Year Anniversary concert","Country & Folk","Music","USD",2014-12-05,30000,2014-10-06 15:47:40,0,"failed",0,"US",0,0,30000,60
1376738629,"Adventure Location Cards for Fantasy, Modern, & Sci Fi RPGs","Tabletop Games","Games","USD",2016-09-09,15000,2016-08-16 21:16:37,31106,"successful",720,"US",8443,31106,15000,24
1875009533,"BOUNDER","Science Fiction","Film & Video","USD",2015-04-18,8750,2015-03-23 13:39:46,10446,"successful",97,"US",10446,10446,8750,26
605415590,"Strung Like a Horse  -  New LP  -  FREE","Country & Folk","Music","USD",2015-02-04,8500,2014-12-15 17:50:01,9532,"successful",222,"US",9532,9532,8500,51
1219079264,"The Kreativz Collective - performance space","Dance","Dance","USD",2012-12-19,3500,2012-11-19 20:42:58,280,"failed",6,"US",280,280,3500,30
305131391,"Beep Baseball Book Project","Nonfiction","Publishing","USD",2013-08-05,750,2013-07-16 02:35:54,1095,"successful",22,"US",1095,1095,750,20
1783943736,"Tiger Transfers","Textiles","Art","CAD",2015-03-31,5000,2015-03-03 02:25:04,5,"failed",1,"CA",4,3.95,3954.44,28
1399651479,"Fun with Froot","Fine Art","Photography","USD",2014-10-20,1250,2014-09-20 19:02:04,1325,"successful",14,"US",1325,1325,1250,30
759779099,"""Face it"" project - photography student camera ""support""","People","Photography","EUR",2014-08-28,3500,2014-07-14 19:03:44,0,"failed",0,"NL",0,0,4615.77,45
975125662,"CCHS 2014 FRC FIRST Robotics Competition","Technology","Technology","USD",2014-03-09,2000,2014-02-07 05:43:16,420.04,"failed",14,"US",420.04,420.04,2000,30
1146324024,"Weekly Music Concerts","Pop","Music","USD",2016-10-02,10000,2016-09-02 03:10:56,1,"failed",1,"US",0,1,10000,30
2106786594,"Daniel Tibbits' The Elemental Ways of Painting Video Series","Painting","Art","CAD",2015-12-16,3000,2015-11-01 01:33:48,1325,"failed",13,"CA",1006.58,949.41,2149.61,45
1059985435,"STEAMPUNK PENTALOGY - HAWTHORNE: MYSTIRIO ASTRONOMIKI","Fiction","Publishing","USD",2012-12-01,2500,2012-11-01 17:06:16,1,"failed",1,"US",1,1,2500,30
1648066518,"PARTNER WITH NATIONAL LIFESTYLE MAGAZINE FOR MODERN MOTHERS","Publishing","Publishing","AUD",2016-07-18,20000,2016-06-27 13:44:13,1,"failed",1,"AU",0,0.75,14967.82,21
431934980,"Area of Effect Magazine","Publishing","Publishing","CAD",2015-09-12,2500,2015-07-30 02:30:10,2774,"successful",53,"CA",2129.21,2129.42,1919.09,44
1738019622,"REVOLUTION Wallet","Design","Design","USD",2014-09-15,3500,2014-08-21 19:16:25,283,"failed",26,"US",283,283,3500,25
49946351,"100 Self-Portraits: Defining Ourselves Through Photography (2)","Photography","Photography","USD",2010-03-22,300,2010-02-22 08:08:56,330,"successful",11,"US",330,330,300,28
1386329237,"Pink Cloud-Freedom from Domestic Violence","Publishing","Publishing","GBP",2017-06-19,3000,2017-05-20 19:23:40,290,"failed",7,"GB",84.2,369.02,3817.43,30
1026259312,"Souls In The Headlights","Rock","Music","USD",2013-09-21,1500,2013-08-31 00:08:33,1540,"successful",34,"US",1540,1540,1500,21
947362366,"The Real Heads Up","Webseries","Film & Video","USD",2015-02-01,242000,2014-12-16 22:07:21,11089,"failed",24,"US",11089,11089,242000,47
983429018,"Mother Goose","Mobile Games","Games","USD",2014-08-27,1000,2014-07-28 01:59:21,1051,"successful",33,"US",1051,1051,1000,30
1722390413,"TEEN WITCH: underground teen magazine","Periodicals","Publishing","USD",2011-07-03,1900,2011-06-03 06:20:42,3067,"successful",133,"US",3067,3067,1900,30
467924168,"FAUST.hier und jetzt","Plays","Theater","EUR",2016-09-03,4500,2016-07-05 22:57:09,4500,"successful",31,"DE",136.15,5070.59,5070.59,60
1458679990,"Do it yourself. Or use finished models in the app","Apps","Technology","NOK",2015-04-28,6e+05,2015-03-19 20:31:14,2200,"failed",3,"NO",265.04,294.27,80255.75,40
831880109,"Ahem, ahem... bring back the Tyler MFA group show","Art","Art","USD",2013-01-24,3000,2012-12-15 04:22:51,3875,"successful",74,"US",3875,3875,3000,40
1325570847,"Sure to be Ban'd - The Book","Comics","Comics","USD",2011-05-28,800,2011-04-13 02:41:25,1501.99,"successful",29,"US",1501.99,1501.99,800,45
1456794929,"A MIDSUMMER NIGHT'S DREAM - IN NEW ORLEANS","Musical","Theater","GBP",2015-07-14,10000,2015-06-16 01:12:32,341,"failed",16,"GB",530.66,531.74,15593.57,28
1286317972,"phi. The denim collective / TWO BRAND NEW JEANS DESIGNS","Apparel","Fashion","EUR",2016-07-08,7500,2016-06-08 18:59:32,9740,"successful",65,"FR",10644.82,10782.21,8302.52,30
1979023355,"Where's Bill?","Mobile Games","Games","USD",2015-10-31,50000,2015-10-01 16:20:16,0,"failed",0,"US",0,0,50000,30
314972187,"About Face Youth Theatre presents WHAT'S THE T","Theater","Theater","USD",2012-07-13,10000,2012-06-21 18:05:40,10300,"successful",138,"US",10300,10300,10000,22
1262608227,"FuoriRotta Folk","Radio & Podcasts","Publishing","EUR",2015-10-01,300,2015-09-21 00:42:11,0,"failed",0,"IT",0,0,334.8,10
1249038290,"CASES the Series","Film & Video","Film & Video","USD",2013-05-17,6000,2013-04-17 00:36:01,50,"failed",1,"US",50,50,6000,30
1040129148,"""The World Behind My Eyes"" - Student Documentary","Documentary","Film & Video","GBP",2016-12-19,300,2016-11-19 22:17:17,302,"successful",14,"GB",83.07,369.93,367.48,30
1846731199,"Battle for Endemia expansion","Tabletop Games","Games","USD",2013-01-18,750,2012-11-21 23:13:39,66,"failed",4,"US",66,66,750,58
2064090632,"Urban Comfort Shuffleboard Courts in St. Pete","Events","Food","USD",2015-05-18,7000,2015-04-17 22:28:28,7359,"successful",36,"US",7359,7359,7000,31
703007332,"The sound of music","Pop","Music","GBP",2017-03-09,30000,2017-02-07 14:38:14,0,"failed",0,"GB",0,0,36467.51,30
1934704191,"Scoville: Labs Expansion","Tabletop Games","Games","USD",2015-08-22,30000,2015-08-11 16:08:38,91087.8,"successful",2559,"US",91087.8,91087.8,30000,11
1027147281,"University Circle: Creating a Sense of Place","Film & Video","Film & Video","USD",2012-09-12,35000,2012-07-14 02:28:40,5801.12,"failed",45,"US",5801.12,5801.12,35000,60
52359633,"Planet Park indoor skatepark Brussels (3000 m2 )","DIY","Crafts","EUR",2015-10-16,1000,2015-09-06 15:25:21,116,"failed",6,"BE",129.32,131.78,1136,40
534813189,"Before I Die Project Tulsa","Public Art","Art","USD",2015-03-28,3000,2015-01-27 19:34:41,421,"failed",7,"US",421,421,3000,60
1355881700,"Ossa 3D - Simplified 3D Printing Software for Physicians.","3D Printing","Technology","CAD",2016-11-28,250000,2016-09-29 04:16:19,175,"failed",5,"CA",18.96,131.55,187927.54,60
68464167,"I-EM... The Jernell Rosenthal Documentary","Documentary","Film & Video","USD",2015-03-05,4950,2015-02-03 05:28:11,410,"failed",4,"US",410,410,4950,30
1263240802,"""Grades""- a music video","Shorts","Film & Video","USD",2014-02-24,2300,2014-02-04 08:29:13,2575,"successful",60,"US",2575,2575,2300,20
377149652,"RAAF F-111C Print project.","Painting","Art","AUD",2016-11-27,5000,2016-10-28 01:45:04,2715,"failed",15,"AU",804.19,2015.89,3712.5,30
356772698,"Send the Painted Ladies to a New York art show","Mixed Media","Art","USD",2014-03-21,3000,2014-02-19 02:52:24,3020,"successful",55,"US",3020,3020,3000,30
1455255811,"206 Pie - Artisan Pizza","Food","Food","USD",2014-07-09,24500,2014-06-18 21:38:45,3131,"failed",33,"US",3131,3131,24500,21
1797121419,"Fight Life: Atlanta","World Music","Music","USD",2016-07-27,5000,2016-06-27 22:52:45,0,"failed",0,"US",0,0,5000,30
1667716083,"Resume Face Lift","Web","Technology","USD",2014-08-11,5000,2014-07-22 18:39:11,30,"failed",3,"US",30,30,5000,20
1744006451,"RJ4L EP","Pop","Music","USD",2014-04-27,8000,2014-03-28 19:59:32,8000.25,"successful",32,"US",8000.25,8000.25,8000,30
1993909313,"first exhibition ethereal landscape","Art","Art","GBP",2014-08-08,150,2014-07-09 01:09:38,489,"successful",14,"GB",838.37,821.72,252.06,30
1433693408,"The Forgotten Prince","Animation","Film & Video","USD",2011-12-29,20000,2011-10-30 13:58:57,65,"failed",3,"US",65,65,20000,60
132701800,"Zombie fitness workout","Horror","Film & Video","USD",2016-07-28,50000,2016-06-01 22:19:25,0,"failed",0,"US",0,0,50000,57
1343305744,"""Reach For The Stars - The NASA Documentary""","Documentary","Film & Video","USD",2012-07-13,95000,2012-06-13 00:38:47,100,"failed",2,"US",100,100,95000,30
1104983922,"SelfieGuard","Apps","Technology","USD",2016-08-14,30000,2016-07-15 19:16:15,100,"failed",1,"US",25,100,30000,30
1837287556,"My Virtual Wedding Planner","Apps","Technology","USD",2015-03-13,10500,2015-02-11 04:43:21,379,"failed",17,"US",379,379,10500,30
1211414546,"Friday Afternoon Tea is expanding!","Spaces","Food","USD",2016-11-17,30000,2016-10-12 18:00:12,33550.5,"successful",522,"US",7838,33550.5,30000,36
1227571223,"Hitting The Road","Photography","Photography","CAD",2014-03-23,8000,2014-02-21 17:07:33,887,"failed",10,"CA",802.12,803.59,7247.69,30
1548624168,"Alex Mendham & His Orchestra. Help us record our 2nd album!","Jazz","Music","GBP",2015-06-03,1800,2015-05-04 11:01:00,2080,"successful",72,"GB",3149.32,3188.91,2759.64,30
3656699,"Time, Space and Bullets! board game","Tabletop Games","Games","USD",2010-11-01,7500,2010-09-02 22:06:08,0,"failed",0,"US",0,0,7500,60
1544833698,"Sam Creighton's Debut EP","Music","Music","USD",2017-01-29,5000,2016-12-30 22:00:09,5386.16,"successful",171,"US",1181.16,5386.16,5000,30
1093415426,"SECOND CLASS CITIZENS a movie","Narrative Film","Film & Video","USD",2013-02-14,467200,2013-01-15 09:08:59,10,"failed",1,"US",10,10,467200,30
1938685297,"Send ""City of Bones"" to the 2013 New Orleans Fringe Festival","Theater","Theater","USD",2013-10-29,4500,2013-10-16 00:49:02,4570,"successful",34,"US",4570,4570,4500,13
498996717,"Interwoven","Nonfiction","Publishing","USD",2012-05-27,6000,2012-04-27 17:02:20,6035,"successful",58,"US",6035,6035,6000,30
1897803095,"Kai's Rage: The System Saver Legend","Video Games","Games","EUR",2015-08-30,20000,2015-07-16 20:11:05,4309,"failed",49,"ES",4740.08,4799.35,22275.93,45
807900550,"Galactic Embassy: Earth Division","Animation","Film & Video","USD",2014-06-06,5000,2014-04-22 16:20:17,165,"failed",9,"US",165,165,5000,45
